CLIENTNUM,Attrition_Flag,observed_churn,churn_probability,predicted_churn,is_high_risk,risk_band,Gender,Education_Level,Marital_Status,Income_Category,Card_Category,age_band,tenure_band,inactivity_band,Customer_Age,Dependent_count,Months_on_book,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Trans_Amt,Total_Trans_Ct,Total_Amt_Chng_Q4_Q1,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Total_Relationship_Count,decision_threshold_used,model_name
714831033,Existing Customer,0,0.00032461484651908034,0,False,Low,M,Graduate,Married,$80K - $120K,Blue,50-64,25-48 mo,0-1 mo,54,5,47,1,3,6065.0,1728,4337.0,1114,27,0.417,0.688,0.285,4,0.5,lightgbm
721210158,Existing Customer,0,0.00032355022865151035,0,False,Low,M,College,Married,$40K - $60K,Blue,Under 35,0-24 mo,0-1 mo,29,2,17,1,3,4626.0,1232,3394.0,14740,102,0.731,0.759,0.266,3,0.5,lightgbm
721144383,Existing Customer,0,0.0003234597672162727,0,False,Low,M,Graduate,Married,$60K - $80K,Silver,35-49,25-48 mo,0-1 mo,42,4,28,1,2,28202.0,843,27359.0,1629,38,0.637,0.727,0.03,5,0.5,lightgbm
714670533,Existing Customer,0,0.00032308097156698865,0,False,Low,M,Unknown,Single,$80K - $120K,Blue,35-49,25-48 mo,0-1 mo,47,3,37,1,5,24580.0,2517,22063.0,3069,62,0.509,0.771,0.102,3,0.5,lightgbm
780416433,Existing Customer,0,0.00032265488682033507,0,False,Low,M,Unknown,Married,Less than $40K,Blue,35-49,25-48 mo,0-1 mo,38,2,25,1,3,8740.0,734,8006.0,2169,38,1.072,0.652,0.084,4,0.5,lightgbm
713302758,Existing Customer,0,0.000321925880376944,0,False,Low,M,Graduate,Married,$120K +,Blue,35-49,25-48 mo,4-6 mo,49,2,40,4,1,14646.0,1448,13198.0,8160,92,0.895,0.586,0.099,2,0.5,lightgbm
710799783,Existing Customer,0,0.0003214717629019726,0,False,Low,M,Unknown,Married,$120K +,Blue,35-49,25-48 mo,2-3 mo,35,2,36,3,4,15202.0,1779,13423.0,3143,60,1.392,0.579,0.117,4,0.5,lightgbm
772735758,Existing Customer,0,0.0003206897071060404,0,False,Low,M,Unknown,Married,Unknown,Blue,35-49,25-48 mo,2-3 mo,44,1,34,2,0,2885.0,1895,990.0,1366,31,0.387,0.632,0.657,6,0.5,lightgbm
710710233,Existing Customer,0,0.0003205561972261656,0,False,Low,M,Graduate,Married,$120K +,Silver,50-64,25-48 mo,2-3 mo,58,4,45,2,3,34516.0,0,34516.0,15560,100,0.849,0.724,0.0,4,0.5,lightgbm
713747733,Existing Customer,0,0.0003201785442407319,0,False,Low,M,High School,Married,$40K - $60K,Blue,50-64,25-48 mo,2-3 mo,55,2,47,3,2,3096.0,2217,879.0,2011,41,0.799,0.783,0.716,5,0.5,lightgbm
713067033,Existing Customer,0,0.0003200076832660212,0,False,Low,M,Uneducated,Single,Unknown,Blue,35-49,25-48 mo,2-3 mo,37,2,28,3,3,7147.0,1424,5723.0,2539,50,0.821,1.273,0.199,5,0.5,lightgbm
747885858,Existing Customer,0,0.00031977895814537364,0,False,Low,F,Graduate,Single,Less than $40K,Blue,35-49,25-48 mo,2-3 mo,39,2,31,3,3,8325.0,2048,6277.0,14571,91,0.92,0.655,0.246,5,0.5,lightgbm
816310158,Existing Customer,0,0.00031933441058174515,0,False,Low,M,Uneducated,Unknown,$60K - $80K,Blue,35-49,25-48 mo,2-3 mo,49,4,44,3,2,12375.0,2263,10112.0,14500,106,1.044,0.582,0.183,1,0.5,lightgbm
817197333,Existing Customer,0,0.0003178939793656852,0,False,Low,F,Uneducated,Single,Unknown,Blue,Under 35,0-24 mo,2-3 mo,26,1,13,2,3,12007.0,956,11051.0,2678,50,0.832,0.471,0.08,6,0.5,lightgbm
717626508,Existing Customer,0,0.00031744902446216263,0,False,Low,F,Graduate,Married,Less than $40K,Blue,35-49,25-48 mo,2-3 mo,44,3,36,3,1,1699.0,0,1699.0,5495,87,0.653,0.642,0.0,3,0.5,lightgbm
714757908,Existing Customer,0,0.00031744390813025686,0,False,Low,M,Graduate,Married,$120K +,Silver,35-49,25-48 mo,0-1 mo,46,4,36,1,3,34516.0,1380,33136.0,2163,56,0.66,0.4,0.04,4,0.5,lightgbm
771183933,Existing Customer,0,0.00031741511003043993,0,False,Low,M,Uneducated,Married,$80K - $120K,Blue,35-49,25-48 mo,2-3 mo,39,1,26,2,3,16040.0,1220,14820.0,1923,49,0.862,0.4,0.076,6,0.5,lightgbm
718894233,Existing Customer,0,0.00031686770828137997,0,False,Low,F,Graduate,Married,$40K - $60K,Blue,50-64,25-48 mo,2-3 mo,53,2,36,2,4,2956.0,1391,1565.0,2116,63,0.698,0.575,0.471,6,0.5,lightgbm
714578283,Existing Customer,0,0.00031649645520260883,0,False,Low,M,Graduate,Married,$60K - $80K,Blue,35-49,25-48 mo,2-3 mo,47,1,37,3,0,2053.0,0,2053.0,1283,28,0.865,1.154,0.0,6,0.5,lightgbm
716045508,Existing Customer,0,0.00031566588217864146,0,False,Low,F,Unknown,Single,Less than $40K,Blue,35-49,25-48 mo,2-3 mo,40,2,36,2,3,3569.0,1054,2515.0,7963,85,0.775,0.574,0.295,2,0.5,lightgbm
787226508,Existing Customer,0,0.0003136994420765793,0,False,Low,M,College,Single,$60K - $80K,Blue,35-49,25-48 mo,2-3 mo,47,2,41,3,3,20811.0,1302,19509.0,7192,82,0.793,0.708,0.063,2,0.5,lightgbm
780326883,Existing Customer,0,0.00031319194693992116,0,False,Low,M,Doctorate,Married,$60K - $80K,Blue,50-64,25-48 mo,2-3 mo,53,2,40,3,3,11262.0,1435,9827.0,2165,61,0.735,0.649,0.127,3,0.5,lightgbm
717310458,Existing Customer,0,0.00031281183214959145,0,False,Low,F,Graduate,Single,Less than $40K,Blue,35-49,25-48 mo,2-3 mo,35,3,27,3,2,5780.0,938,4842.0,2960,65,0.988,0.757,0.162,3,0.5,lightgbm
794516508,Existing Customer,0,0.0003125893877338,0,False,Low,F,High School,Married,Less than $40K,Blue,35-49,0-24 mo,2-3 mo,43,3,24,2,1,1484.0,0,1484.0,4838,81,0.532,0.929,0.0,2,0.5,lightgbm
718576908,Existing Customer,0,0.00031234661841942474,0,False,Low,F,Uneducated,Married,Unknown,Blue,35-49,25-48 mo,0-1 mo,49,4,36,1,3,29939.0,0,29939.0,4305,63,0.963,0.658,0.0,4,0.5,lightgbm
716375883,Existing Customer,0,0.00031231596812069274,0,False,Low,F,Uneducated,Married,Unknown,Blue,50-64,25-48 mo,2-3 mo,53,3,36,2,2,2447.0,1558,889.0,1716,38,0.511,0.462,0.637,6,0.5,lightgbm
708104658,Existing Customer,0,0.00031142784676828854,0,False,Low,M,Graduate,Unknown,$40K - $60K,Blue,35-49,25-48 mo,2-3 mo,46,1,36,3,2,1438.3,890,548.3,2928,48,1.143,1.4,0.619,4,0.5,lightgbm
719976558,Existing Customer,0,0.0003113842843863384,0,False,Low,M,Graduate,Unknown,$60K - $80K,Blue,35-49,25-48 mo,2-3 mo,47,2,34,2,4,4249.0,1562,2687.0,1881,49,0.773,0.815,0.368,3,0.5,lightgbm
708086958,Existing Customer,0,0.0003113562008733848,0,False,Low,F,Uneducated,Married,Unknown,Blue,35-49,25-48 mo,4-6 mo,49,2,41,5,2,3128.0,749,2379.0,4369,59,0.598,0.735,0.239,3,0.5,lightgbm
712440483,Existing Customer,0,0.0003105167418609707,0,False,Low,F,Uneducated,Married,Less than $40K,Blue,50-64,25-48 mo,0-1 mo,54,2,44,1,3,5413.0,1836,3577.0,1164,43,0.766,0.593,0.339,3,0.5,lightgbm
819966033,Existing Customer,0,0.00030962231905170136,0,False,Low,M,Graduate,Single,Unknown,Blue,Under 35,25-48 mo,2-3 mo,32,0,27,3,3,9238.0,0,9238.0,2522,68,0.809,0.478,0.0,6,0.5,lightgbm
716366208,Existing Customer,0,0.0003093801064447771,0,False,Low,F,Uneducated,Married,Unknown,Blue,35-49,25-48 mo,0-1 mo,45,2,36,1,3,8103.0,0,8103.0,5221,82,0.986,0.673,0.0,2,0.5,lightgbm
709376508,Existing Customer,0,0.0003086356525751794,0,False,Low,F,College,Married,Less than $40K,Blue,50-64,49-72 mo,2-3 mo,58,1,49,3,2,3846.0,1285,2561.0,1815,47,0.608,0.621,0.334,3,0.5,lightgbm
720070383,Existing Customer,0,0.00030845218417896604,0,False,Low,F,Uneducated,Single,Unknown,Blue,35-49,25-48 mo,2-3 mo,41,3,29,3,3,2429.0,1966,463.0,4775,84,1.046,0.787,0.809,6,0.5,lightgbm
709837308,Existing Customer,0,0.000308189780670083,0,False,Low,F,Graduate,Single,Unknown,Blue,Under 35,0-24 mo,0-1 mo,34,3,19,1,2,7531.0,0,7531.0,3833,71,1.007,0.578,0.0,6,0.5,lightgbm
778459833,Existing Customer,0,0.0003075780433272529,0,False,Low,M,Graduate,Married,$60K - $80K,Blue,35-49,25-48 mo,2-3 mo,42,5,27,2,3,11880.0,2025,9855.0,1789,42,0.835,1.471,0.17,3,0.5,lightgbm
719170683,Existing Customer,0,0.0003069180652782537,0,False,Low,M,Unknown,Single,$80K - $120K,Blue,35-49,25-48 mo,2-3 mo,38,1,29,2,3,10972.0,0,10972.0,4401,73,0.697,0.698,0.0,2,0.5,lightgbm
712214283,Existing Customer,0,0.0003069085271066232,0,False,Low,M,Graduate,Married,$120K +,Blue,35-49,25-48 mo,2-3 mo,40,2,28,3,3,18295.0,0,18295.0,4827,70,0.625,0.75,0.0,6,0.5,lightgbm
709008708,Existing Customer,0,0.0003069027212358044,0,False,Low,M,College,Married,Less than $40K,Blue,35-49,25-48 mo,0-1 mo,47,3,34,1,2,8390.0,0,8390.0,8316,92,0.8,0.704,0.0,2,0.5,lightgbm
715499808,Existing Customer,0,0.00030679332420662403,0,False,Low,F,Unknown,Married,Less than $40K,Blue,50-64,25-48 mo,0-1 mo,63,0,36,1,4,3552.0,2517,1035.0,1342,26,0.465,1.0,0.709,4,0.5,lightgbm
779692608,Existing Customer,0,0.00030625412057052866,0,False,Low,M,Uneducated,Married,$60K - $80K,Blue,35-49,0-24 mo,2-3 mo,36,1,19,3,5,9764.0,0,9764.0,15097,115,0.689,0.797,0.0,6,0.5,lightgbm
719880408,Existing Customer,0,0.0003062062294970166,0,False,Low,F,Graduate,Married,Less than $40K,Blue,35-49,25-48 mo,2-3 mo,46,4,35,3,1,3072.0,1611,1461.0,3992,57,0.682,0.727,0.524,6,0.5,lightgbm
708877458,Existing Customer,0,0.00030620210694067685,0,False,Low,F,Uneducated,Married,Unknown,Blue,50-64,25-48 mo,2-3 mo,50,3,34,3,3,11343.0,0,11343.0,8027,94,0.709,0.679,0.0,2,0.5,lightgbm
718216008,Existing Customer,0,0.0003061472350936026,0,False,Low,M,Graduate,Married,$60K - $80K,Blue,35-49,25-48 mo,2-3 mo,48,3,38,2,3,16920.0,2157,14763.0,3275,60,0.629,0.5,0.127,5,0.5,lightgbm
820981383,Existing Customer,0,0.0003056694605070534,0,False,Low,F,High School,Divorced,Less than $40K,Blue,35-49,25-48 mo,0-1 mo,44,4,39,1,4,9235.0,1796,7439.0,1739,42,0.958,0.448,0.194,5,0.5,lightgbm
720087708,Existing Customer,0,0.00030509921674672194,0,False,Low,F,High School,Married,Less than $40K,Blue,35-49,25-48 mo,2-3 mo,38,3,31,3,2,1854.0,0,1854.0,5245,89,0.885,0.712,0.0,4,0.5,lightgbm
711146358,Existing Customer,0,0.0003043660937907477,0,False,Low,F,Graduate,Married,Unknown,Blue,35-49,25-48 mo,2-3 mo,39,1,29,3,2,3358.0,1758,1600.0,1759,33,0.723,0.737,0.524,4,0.5,lightgbm
709871658,Existing Customer,0,0.00030403950871340986,0,False,Low,F,Unknown,Single,Less than $40K,Blue,35-49,25-48 mo,2-3 mo,47,1,36,3,3,7136.0,2345,4791.0,7729,86,0.699,0.654,0.329,2,0.5,lightgbm
719596908,Existing Customer,0,0.00030340926066923395,0,False,Low,F,Doctorate,Married,Unknown,Blue,50-64,25-48 mo,2-3 mo,56,5,48,2,2,11281.0,2118,9163.0,1255,30,0.534,0.304,0.188,4,0.5,lightgbm
709265208,Existing Customer,0,0.0003025424055874311,0,False,Low,F,Graduate,Single,Less than $40K,Blue,35-49,25-48 mo,2-3 mo,47,4,37,3,2,1438.3,780,658.3,4422,59,0.66,0.844,0.542,4,0.5,lightgbm
711286533,Existing Customer,0,0.0003009916732816094,0,False,Low,M,Graduate,Unknown,$60K - $80K,Blue,35-49,25-48 mo,0-1 mo,43,3,31,1,2,13448.0,0,13448.0,5067,62,0.667,0.722,0.0,5,0.5,lightgbm
817144458,Existing Customer,0,0.00030068634612961324,0,False,Low,F,Graduate,Single,Less than $40K,Blue,Under 35,0-24 mo,0-1 mo,32,2,17,1,2,1438.3,1228,210.3,2580,67,1.132,0.971,0.854,5,0.5,lightgbm
710035008,Existing Customer,0,0.0003006113672610521,0,False,Low,F,Uneducated,Single,Less than $40K,Blue,Under 35,0-24 mo,2-3 mo,31,0,24,2,4,3827.0,1397,2430.0,2491,64,0.88,1.0,0.365,3,0.5,lightgbm
716027208,Existing Customer,0,0.0003001341050503103,0,False,Low,M,Doctorate,Married,$60K - $80K,Blue,35-49,25-48 mo,0-1 mo,47,4,36,1,1,19665.0,706,18959.0,1110,58,1.317,0.349,0.036,4,0.5,lightgbm
712266633,Existing Customer,0,0.00029965116588123345,0,False,Low,F,Unknown,Married,$40K - $60K,Blue,50-64,25-48 mo,2-3 mo,51,2,36,2,1,14800.0,1020,13780.0,8796,94,0.896,0.593,0.069,2,0.5,lightgbm
708438033,Existing Customer,0,0.0002990007805626011,0,False,Low,F,Unknown,Married,Less than $40K,Blue,35-49,25-48 mo,2-3 mo,36,2,27,3,4,3049.0,2198,851.0,2617,48,1.546,1.0,0.721,3,0.5,lightgbm
717334233,Existing Customer,0,0.0002989229036761548,0,False,Low,F,Uneducated,Single,$40K - $60K,Blue,50-64,25-48 mo,2-3 mo,54,1,43,3,2,9525.0,2517,7008.0,4804,79,0.669,0.881,0.264,1,0.5,lightgbm
804424383,Existing Customer,0,0.00029889397301000704,0,False,Low,M,Unknown,Married,$60K - $80K,Blue,50-64,49-72 mo,2-3 mo,63,1,56,3,2,10215.0,1010,9205.0,1904,40,0.843,1.0,0.099,3,0.5,lightgbm
716094333,Existing Customer,0,0.0002983206010063591,0,False,Low,M,Graduate,Single,$80K - $120K,Blue,35-49,25-48 mo,2-3 mo,49,1,42,2,1,17764.0,1459,16305.0,2750,57,0.964,0.9,0.082,6,0.5,lightgbm
769063308,Existing Customer,0,0.00029799350990995316,0,False,Low,M,Post-Graduate,Married,$80K - $120K,Blue,35-49,25-48 mo,2-3 mo,45,3,39,2,2,29003.0,2323,26680.0,1676,36,0.671,0.714,0.08,6,0.5,lightgbm
710108133,Existing Customer,0,0.00029722643060865154,0,False,Low,F,Graduate,Married,$40K - $60K,Blue,50-64,25-48 mo,2-3 mo,54,2,36,3,0,1854.0,1528,326.0,1307,39,0.444,0.393,0.824,5,0.5,lightgbm
717249783,Existing Customer,0,0.0002964504517734755,0,False,Low,M,Unknown,Unknown,$60K - $80K,Blue,35-49,25-48 mo,2-3 mo,47,4,39,2,2,1815.0,740,1075.0,1931,67,1.124,0.718,0.408,5,0.5,lightgbm
708579633,Existing Customer,0,0.000296059606554102,0,False,Low,M,Unknown,Divorced,$40K - $60K,Gold,35-49,25-48 mo,2-3 mo,40,4,28,2,2,23981.0,1788,22193.0,1421,34,0.631,0.308,0.075,4,0.5,lightgbm
720135333,Existing Customer,0,0.0002960126083161853,0,False,Low,F,Graduate,Single,Less than $40K,Blue,35-49,25-48 mo,0-1 mo,45,5,34,1,0,8694.0,961,7733.0,1753,49,0.551,0.441,0.111,5,0.5,lightgbm
716909283,Existing Customer,0,0.0002957215421035403,0,False,Low,M,Post-Graduate,Single,$80K - $120K,Blue,50-64,25-48 mo,0-1 mo,60,1,48,1,3,30655.0,0,30655.0,3280,78,0.475,0.625,0.0,3,0.5,lightgbm
778728783,Existing Customer,0,0.0002956560201683042,0,False,Low,F,Unknown,Married,Less than $40K,Blue,35-49,0-24 mo,2-3 mo,39,2,19,3,1,3156.0,2095,1061.0,2739,56,1.281,0.75,0.664,5,0.5,lightgbm
708219108,Existing Customer,0,0.0002949188007675719,0,False,Low,M,College,Divorced,$80K - $120K,Blue,35-49,25-48 mo,2-3 mo,49,3,38,3,3,9959.0,1143,8816.0,7300,77,0.661,0.638,0.115,2,0.5,lightgbm
711436983,Existing Customer,0,0.00029462667776410437,0,False,Low,M,Unknown,Single,$120K +,Silver,50-64,49-72 mo,2-3 mo,57,3,49,2,1,34516.0,2517,31999.0,8596,102,0.693,0.672,0.073,1,0.5,lightgbm
712260633,Existing Customer,0,0.0002944996341502434,0,False,Low,F,Doctorate,Single,Unknown,Blue,35-49,25-48 mo,0-1 mo,47,5,36,1,4,26923.0,2461,24462.0,13643,94,0.602,0.918,0.091,4,0.5,lightgbm
716201883,Existing Customer,0,0.0002939064477633316,0,False,Low,M,Graduate,Unknown,$120K +,Silver,35-49,25-48 mo,2-3 mo,46,2,39,2,3,34516.0,1381,33135.0,14696,114,0.949,0.966,0.04,2,0.5,lightgbm
806170158,Existing Customer,0,0.00029388017110720013,0,False,Low,M,Graduate,Single,$60K - $80K,Gold,35-49,25-48 mo,2-3 mo,39,4,34,3,2,34516.0,542,33974.0,3899,78,0.866,0.857,0.016,3,0.5,lightgbm
709447908,Existing Customer,0,0.00029285676108792074,0,False,Low,M,Graduate,Married,$60K - $80K,Blue,35-49,25-48 mo,2-3 mo,45,2,33,3,4,2648.0,2309,339.0,3281,63,1.006,0.853,0.872,4,0.5,lightgbm
721057758,Existing Customer,0,0.00029228778018746966,0,False,Low,F,Unknown,Married,Unknown,Blue,50-64,25-48 mo,2-3 mo,61,1,47,2,3,1438.3,0,1438.3,1449,27,1.337,1.455,0.0,4,0.5,lightgbm
806652483,Existing Customer,0,0.0002916029960148845,0,False,Low,F,High School,Single,$40K - $60K,Blue,35-49,25-48 mo,4-6 mo,41,2,36,5,3,1561.0,1169,392.0,4391,67,0.573,0.595,0.749,4,0.5,lightgbm
717657333,Existing Customer,0,0.00029090232673107866,0,False,Low,F,Graduate,Single,Less than $40K,Blue,35-49,25-48 mo,2-3 mo,43,3,36,3,3,7584.0,1834,5750.0,4783,65,0.818,0.667,0.242,1,0.5,lightgbm
756598833,Existing Customer,0,0.00029017257411229877,0,False,Low,M,Uneducated,Married,Less than $40K,Blue,35-49,25-48 mo,2-3 mo,38,1,31,3,3,6236.0,1204,5032.0,5389,84,0.817,0.826,0.193,6,0.5,lightgbm
788502858,Existing Customer,0,0.0002898392080467341,0,False,Low,M,High School,Single,$80K - $120K,Blue,50-64,49-72 mo,2-3 mo,58,3,51,2,1,10021.0,1952,8069.0,4431,68,0.699,0.581,0.195,2,0.5,lightgbm
715800708,Existing Customer,0,0.0002897186659689742,0,False,Low,F,Uneducated,Married,Less than $40K,Blue,50-64,49-72 mo,0-1 mo,60,0,49,1,2,3955.0,2000,1955.0,1560,43,0.425,0.483,0.506,3,0.5,lightgbm
780707733,Existing Customer,0,0.0002893308157888458,0,False,Low,M,Graduate,Married,$80K - $120K,Blue,35-49,25-48 mo,2-3 mo,41,1,30,3,2,34516.0,2109,32407.0,6832,87,0.703,0.706,0.061,3,0.5,lightgbm
809068983,Existing Customer,0,0.0002890631112396748,0,False,Low,F,Graduate,Married,Less than $40K,Blue,35-49,25-48 mo,0-1 mo,40,2,35,1,3,3511.0,0,3511.0,5238,82,0.758,0.708,0.0,3,0.5,lightgbm
719952408,Existing Customer,0,0.0002879161059011301,0,False,Low,M,Graduate,Married,Less than $40K,Blue,Under 35,25-48 mo,2-3 mo,30,0,36,3,2,2550.0,1623,927.0,1870,51,0.65,0.275,0.636,3,0.5,lightgbm
712595433,Existing Customer,0,0.0002874164703811657,0,False,Low,M,Uneducated,Unknown,$120K +,Blue,50-64,49-72 mo,2-3 mo,58,2,49,2,3,9788.0,1794,7994.0,1805,37,0.778,0.762,0.183,6,0.5,lightgbm
767333808,Existing Customer,0,0.00028654828948181647,0,False,Low,F,Graduate,Unknown,Less than $40K,Blue,50-64,25-48 mo,2-3 mo,50,2,43,3,4,3424.0,0,3424.0,4929,74,0.765,0.574,0.0,5,0.5,lightgbm
780581508,Existing Customer,0,0.0002865408613503259,0,False,Low,F,Doctorate,Single,$40K - $60K,Silver,50-64,25-48 mo,2-3 mo,58,1,47,2,4,16677.0,1590,15087.0,1410,37,0.885,0.609,0.095,5,0.5,lightgbm
778882758,Existing Customer,0,0.00028641981970640334,0,False,Low,F,Unknown,Married,Unknown,Blue,50-64,25-48 mo,4-6 mo,55,2,36,5,4,3602.0,2013,1589.0,1935,47,0.839,1.474,0.559,5,0.5,lightgbm
711802758,Existing Customer,0,0.00028571440353955925,0,False,Low,M,Graduate,Married,$40K - $60K,Blue,50-64,49-72 mo,0-1 mo,63,1,53,1,2,6128.0,1895,4233.0,1700,42,0.583,0.355,0.309,4,0.5,lightgbm
789079758,Existing Customer,0,0.0002856525771228247,0,False,Low,M,Doctorate,Unknown,$120K +,Blue,35-49,25-48 mo,2-3 mo,44,4,32,2,3,34516.0,1356,33160.0,1531,48,1.169,0.655,0.039,3,0.5,lightgbm
779900808,Existing Customer,0,0.0002850196584846298,0,False,Low,M,College,Single,$60K - $80K,Blue,Under 35,0-24 mo,2-3 mo,32,0,16,3,2,21551.0,0,21551.0,14950,94,0.536,0.843,0.0,2,0.5,lightgbm
772565883,Existing Customer,0,0.0002844531656088977,0,False,Low,M,High School,Single,$80K - $120K,Blue,35-49,25-48 mo,4-6 mo,41,0,31,5,2,33472.0,2517,30955.0,4719,70,0.633,0.667,0.075,3,0.5,lightgbm
713899383,Existing Customer,0,0.00028444245389428076,0,False,Low,F,Graduate,Single,Less than $40K,Blue,50-64,49-72 mo,0-1 mo,56,1,50,1,4,3688.0,606,3082.0,14596,120,0.57,0.791,0.164,4,0.5,lightgbm
818763033,Existing Customer,0,0.00028436971587867673,0,False,Low,F,Graduate,Married,$40K - $60K,Blue,Under 35,25-48 mo,0-1 mo,34,3,29,1,1,6169.0,2517,3652.0,4794,71,1.117,0.69,0.408,6,0.5,lightgbm
712505658,Existing Customer,0,0.0002842929363024094,0,False,Low,F,Unknown,Single,Less than $40K,Blue,50-64,25-48 mo,0-1 mo,51,4,41,1,3,5530.0,1999,3531.0,1766,45,1.018,0.667,0.361,3,0.5,lightgbm
718146258,Existing Customer,0,0.0002841501543648829,0,False,Low,M,Graduate,Divorced,$60K - $80K,Blue,50-64,25-48 mo,2-3 mo,51,2,41,3,1,1959.0,0,1959.0,3737,71,0.454,0.614,0.0,4,0.5,lightgbm
826130133,Existing Customer,0,0.00028404108197447946,0,False,Low,M,Graduate,Married,$120K +,Blue,50-64,49-72 mo,2-3 mo,58,2,54,2,4,31680.0,1812,29868.0,1121,25,0.483,0.562,0.057,6,0.5,lightgbm
771693933,Existing Customer,0,0.0002832658674130143,0,False,Low,F,Graduate,Married,Less than $40K,Blue,50-64,49-72 mo,4-6 mo,62,1,50,6,4,2802.0,1977,825.0,1757,33,0.431,0.833,0.706,6,0.5,lightgbm
811721133,Existing Customer,0,0.00028236977242506286,0,False,Low,M,High School,Married,$40K - $60K,Blue,50-64,49-72 mo,2-3 mo,62,1,56,3,3,2359.0,1242,1117.0,2021,50,1.043,0.613,0.526,5,0.5,lightgbm
789760233,Existing Customer,0,0.00028194343944918656,0,False,Low,M,Unknown,Divorced,$80K - $120K,Blue,Under 35,0-24 mo,2-3 mo,29,0,14,3,3,3544.0,0,3544.0,2435,63,0.718,1.032,0.0,6,0.5,lightgbm
719580033,Existing Customer,0,0.0002803818326008041,0,False,Low,M,Graduate,Unknown,$60K - $80K,Blue,50-64,25-48 mo,2-3 mo,54,1,43,2,3,2910.0,2030,880.0,1256,21,0.769,0.4,0.698,4,0.5,lightgbm
711559008,Existing Customer,0,0.00028014212731041166,0,False,Low,F,Post-Graduate,Single,$40K - $60K,Blue,35-49,25-48 mo,0-1 mo,40,4,28,1,2,11642.0,1501,10141.0,9137,92,0.935,0.586,0.129,2,0.5,lightgbm
708720558,Existing Customer,0,0.00027954933701182993,0,False,Low,M,College,Married,$60K - $80K,Blue,35-49,25-48 mo,2-3 mo,44,3,30,2,0,4489.0,0,4489.0,3773,64,0.693,0.455,0.0,5,0.5,lightgbm
716075208,Existing Customer,0,0.00027832342238702864,0,False,Low,F,High School,Married,Less than $40K,Blue,Under 35,0-24 mo,2-3 mo,32,3,22,2,4,4561.0,2029,2532.0,1874,38,0.768,0.52,0.445,4,0.5,lightgbm
719608308,Existing Customer,0,0.00027805228927853937,0,False,Low,M,High School,Single,$60K - $80K,Blue,35-49,25-48 mo,2-3 mo,37,2,29,2,3,9829.0,2517,7312.0,2927,73,0.59,1.212,0.256,3,0.5,lightgbm
771067308,Existing Customer,0,0.0002768031888085569,0,False,Low,F,High School,Single,$40K - $60K,Blue,35-49,25-48 mo,0-1 mo,38,3,25,1,2,3040.0,1908,1132.0,5616,73,0.758,0.659,0.628,1,0.5,lightgbm
778422933,Existing Customer,0,0.0002765205797452115,0,False,Low,F,Unknown,Single,Unknown,Blue,35-49,0-24 mo,2-3 mo,42,1,22,2,2,19127.0,985,18142.0,3323,56,0.966,0.931,0.051,4,0.5,lightgbm
772236108,Existing Customer,0,0.00027636526149581544,0,False,Low,F,Graduate,Married,Unknown,Blue,35-49,25-48 mo,0-1 mo,40,1,29,1,3,8398.0,1892,6506.0,1489,29,0.861,0.526,0.225,5,0.5,lightgbm
793720908,Existing Customer,0,0.00027586817323542115,0,False,Low,M,Uneducated,Single,$40K - $60K,Blue,35-49,25-48 mo,2-3 mo,46,5,40,2,2,7333.0,875,6458.0,3636,48,0.807,1.286,0.119,6,0.5,lightgbm
714746358,Existing Customer,0,0.00027585908239061266,0,False,Low,M,Unknown,Married,$60K - $80K,Blue,35-49,25-48 mo,0-1 mo,38,3,28,1,2,4646.0,1680,2966.0,2234,35,1.238,0.667,0.362,3,0.5,lightgbm
715720083,Existing Customer,0,0.00027389652728219244,0,False,Low,M,Unknown,Single,$80K - $120K,Blue,35-49,25-48 mo,2-3 mo,47,5,39,2,3,13241.0,0,13241.0,3157,76,1.002,0.551,0.0,6,0.5,lightgbm
718927533,Existing Customer,0,0.0002736299080855343,0,False,Low,M,Graduate,Single,$80K - $120K,Blue,35-49,25-48 mo,2-3 mo,45,3,32,2,2,24487.0,2517,21970.0,1512,42,0.912,0.909,0.103,5,0.5,lightgbm
787578183,Existing Customer,0,0.0002720772497000341,0,False,Low,M,High School,Single,$80K - $120K,Blue,35-49,25-48 mo,2-3 mo,36,3,28,3,2,1438.3,0,1438.3,3204,68,1.041,0.838,0.0,5,0.5,lightgbm
717190533,Existing Customer,0,0.00027171864345819287,0,False,Low,M,High School,Married,$60K - $80K,Blue,35-49,25-48 mo,2-3 mo,49,4,36,3,2,12938.0,661,12277.0,1282,32,0.725,0.778,0.051,6,0.5,lightgbm
716745408,Existing Customer,0,0.00027168552497086227,0,False,Low,M,High School,Single,$80K - $120K,Blue,50-64,25-48 mo,2-3 mo,54,1,36,2,3,12813.0,1998,10815.0,7803,81,0.837,0.688,0.156,1,0.5,lightgbm
709207458,Existing Customer,0,0.00027114044534428316,0,False,Low,M,Graduate,Married,$40K - $60K,Blue,35-49,25-48 mo,2-3 mo,44,3,27,2,3,10747.0,1603,9144.0,1340,25,0.471,0.923,0.149,4,0.5,lightgbm
